Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
HHS Region 1,1 wk ahead,Bin,percent,10.2,10.3,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.3,10.4,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.4,10.5,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.5,10.6,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.6,10.7,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.7,10.8,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,10.9,11,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11,11.1,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,11.9,12,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12,12.1,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,12.9,13,0.000612541
HHS Region 1,1 wk ahead,Bin,percent,13,100,0
HHS Region 1,2 wk ahead,Point,percent,NA,NA,1.1
HHS Region 1,2 wk ahead,Bin,percent,0,0.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.000712724
HHS Region 1,2 wk ahead,Bin,percent,0.9,1,0.064482878
HHS Region 1,2 wk ahead,Bin,percent,1,1.1,0.478212816
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.354722835
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.025301168
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,1.9,2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2,2.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,2.9,3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3,3.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,3.9,4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4,4.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,4.9,5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5,5.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,5.9,6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6,6.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,6.9,7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7,7.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,7.9,8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8,8.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,8.9,9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9,9.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,9.9,10,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10,10.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,10.9,11,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11,11.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,11.9,12,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12,12.1,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,12.9,13,0.000612541
HHS Region 1,2 wk ahead,Bin,percent,13,100,0
HHS Region 1,3 wk ahead,Point,percent,NA,NA,1.1
HHS Region 1,3 wk ahead,Bin,percent,0,0.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,0.000633937
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.001720796
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.004204371
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.009246233
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.01830307
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.032612283
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.052304504
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.075509151
HHS Region 1,3 wk ahead,Bin,percent,0.9,1,0.098121519
HHS Region 1,3 wk ahead,Bin,percent,1,1.1,0.114771552
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.120839864
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.114522919
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.09769685
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.075019473
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.051852728
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.032260551
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.018066438
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.009106917
HHS Region 1,3 wk ahead,Bin,percent,1.9,2,0.00413205
HHS Region 1,3 wk ahead,Bin,percent,2,2.1,0.001687531
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.000620335
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,2.9,3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3,3.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,3.9,4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4,4.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,4.9,5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5,5.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,5.9,6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6,6.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,6.9,7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7,7.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.5,7.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.6,7.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.7,7.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.8,7.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,7.9,8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8,8.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.1,8.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.2,8.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.3,8.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.4,8.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.5,8.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.6,8.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.7,8.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.8,8.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,8.9,9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9,9.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.1,9.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.2,9.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.3,9.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.4,9.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.5,9.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.6,9.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.7,9.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.8,9.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,9.9,10,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10,10.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.1,10.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.2,10.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.3,10.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.4,10.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.5,10.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.6,10.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.7,10.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.8,10.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,10.9,11,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11,11.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.1,11.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.2,11.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.3,11.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.4,11.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.5,11.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.6,11.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.7,11.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.8,11.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,11.9,12,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12,12.1,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.1,12.2,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.2,12.3,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.3,12.4,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.4,12.5,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.5,12.6,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.6,12.7,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.7,12.8,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.8,12.9,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,12.9,13,0.000612541
HHS Region 1,3 wk ahead,Bin,percent,13,100,0
HHS Region 1,4 wk ahead,Point,percent,NA,NA,1.4
HHS Region 1,4 wk ahead,Bin,percent,0,0.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,0.1,0.2,0.001006528
HHS Region 1,4 wk ahead,Bin,percent,0.2,0.3,0.001974408
HHS Region 1,4 wk ahead,Bin,percent,0.3,0.4,0.003665634
HHS Region 1,4 wk ahead,Bin,percent,0.4,0.5,0.00644115
HHS Region 1,4 wk ahead,Bin,percent,0.5,0.6,0.010712229
HHS Region 1,4 wk ahead,Bin,percent,0.6,0.7,0.016861602
HHS Region 1,4 wk ahead,Bin,percent,0.7,0.8,0.025120059
HHS Region 1,4 wk ahead,Bin,percent,0.8,0.9,0.035419752
HHS Region 1,4 wk ahead,Bin,percent,0.9,1,0.047268697
HHS Region 1,4 wk ahead,Bin,percent,1,1.1,0.059704241
HHS Region 1,4 wk ahead,Bin,percent,1.1,1.2,0.071374044
HHS Region 1,4 wk ahead,Bin,percent,1.2,1.3,0.080756803
HHS Region 1,4 wk ahead,Bin,percent,1.3,1.4,0.086481196
HHS Region 1,4 wk ahead,Bin,percent,1.4,1.5,0.087653257
HHS Region 1,4 wk ahead,Bin,percent,1.5,1.6,0.084084944
HHS Region 1,4 wk ahead,Bin,percent,1.6,1.7,0.076343524
HHS Region 1,4 wk ahead,Bin,percent,1.7,1.8,0.065603936
HHS Region 1,4 wk ahead,Bin,percent,1.8,1.9,0.053356977
HHS Region 1,4 wk ahead,Bin,percent,1.9,2,0.041072964
HHS Region 1,4 wk ahead,Bin,percent,2,2.1,0.029924316
HHS Region 1,4 wk ahead,Bin,percent,2.1,2.2,0.020634576
HHS Region 1,4 wk ahead,Bin,percent,2.2,2.3,0.013466968
HHS Region 1,4 wk ahead,Bin,percent,2.3,2.4,0.008318533
HHS Region 1,4 wk ahead,Bin,percent,2.4,2.5,0.004863244
HHS Region 1,4 wk ahead,Bin,percent,2.5,2.6,0.002690962
HHS Region 1,4 wk ahead,Bin,percent,2.6,2.7,0.001409258
HHS Region 1,4 wk ahead,Bin,percent,2.7,2.8,0.000698514
HHS Region 1,4 wk ahead,Bin,percent,2.8,2.9,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,2.9,3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3,3.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.1,3.2,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.2,3.3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.3,3.4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.4,3.5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.5,3.6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.6,3.7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.7,3.8,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.8,3.9,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,3.9,4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4,4.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.1,4.2,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.2,4.3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.3,4.4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.4,4.5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.5,4.6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.6,4.7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.7,4.8,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.8,4.9,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,4.9,5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5,5.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.1,5.2,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.2,5.3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.3,5.4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.4,5.5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.5,5.6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.6,5.7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.7,5.8,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.8,5.9,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,5.9,6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6,6.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.1,6.2,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.2,6.3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.3,6.4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.4,6.5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.5,6.6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.6,6.7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.7,6.8,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.8,6.9,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,6.9,7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7,7.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.1,7.2,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.2,7.3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.3,7.4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.4,7.5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.5,7.6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.6,7.7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.7,7.8,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.8,7.9,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,7.9,8,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8,8.1,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.1,8.2,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.2,8.3,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.3,8.4,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.4,8.5,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.5,8.6,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.6,8.7,0.000612541
HHS Region 1,4 wk ahead,Bin,percent,8.7,8.8,0.000612541
